plf;numero;annee;statut;montant;unite;montant_meur;chiffrage;montant_brut
2020;730214;2020;prevision_plf;250;MEUR;250;chiffre;250
2021;730214;2020;prevision;114;MEUR;114;chiffre;114
2022;730214;2020;realisation;125;MEUR;125;chiffre;125
2021;730214;2021;prevision_plf;137;MEUR;137;chiffre;137
2022;730214;2021;prevision;129;MEUR;129;chiffre;129
2023;730214;2021;realisation;120;MEUR;120;chiffre;120
2022;730214;2022;prevision_plf;131;MEUR;131;chiffre;131
2023;730214;2022;prevision;125;MEUR;125;chiffre;125
2024;730214;2022;realisation;76;MEUR;76;chiffre;76
2023;730214;2023;prevision_plf;131;MEUR;131;chiffre;131
2024;730214;2023;prevision;72;MEUR;72;chiffre;72
2025;730214;2023;realisation;74;MEUR;74;chiffre;74
2024;730214;2024;prevision_plf;76;MEUR;76;chiffre;76
2025;730214;2024;prevision;78;MEUR;78;chiffre;78
2025;730214;2025;prevision_plf;84;MEUR;84;chiffre;84
2001;730215;1999;realisation;;MF;;absent;
2001;730215;2000;prevision;10;MF;1.5;chiffre;10
2002;730215;2000;realisation;5;MEUR;5;chiffre;5
2001;730215;2001;prevision_plf;10;MF;1.5;chiffre;10
2002;730215;2001;prevision;1;MEUR;1;chiffre;1
2003;730215;2001;realisation;5;MEUR;5;chiffre;5
2002;730215;2002;prevision_plf;1;MEUR;1;chiffre;1
2003;730215;2002;prevision;5;MEUR;5;chiffre;5
2004;730215;2002;realisation;2;MEUR;2;chiffre;2
2003;730215;2003;prevision_plf;5;MEUR;5;chiffre;5
2004;730215;2003;prevision;2;MEUR;2;chiffre;2
2005;730215;2003;realisation;3;MEUR;3;chiffre;3
2004;730215;2004;prevision_plf;2;MEUR;2;chiffre;2
2005;730215;2004;prevision;3;MEUR;3;chiffre;3
2006;730215;2004;realisation;2;MEUR;2;chiffre;2
2005;730215;2005;prevision_plf;3;MEUR;3;chiffre;3
2006;730215;2005;prevision;2;MEUR;2;chiffre;2
2007;730215;2005;realisation;2;MEUR;2;chiffre;2
2006;730215;2006;prevision_plf;2;MEUR;2;chiffre;2
2007;730215;2006;prevision;2;MEUR;2;chiffre;2
2008;730215;2006;realisation;2;MEUR;2;chiffre;2
2007;730215;2007;prevision_plf;2;MEUR;2;chiffre;2
2008;730215;2007;prevision;2;MEUR;2;chiffre;2
2009;730215;2007;realisation;2;MEUR;2;chiffre;2
2008;730215;2008;prevision_plf;2;MEUR;2;chiffre;2
2009;730215;2008;prevision;2;MEUR;2;chiffre;2
2010;730215;2008;realisation;3;MEUR;3;chiffre;3
2009;730215;2009;prevision_plf;2;MEUR;2;chiffre;2
2010;730215;2009;prevision;3;MEUR;3;chiffre;3
2011;730215;2009;realisation;3;MEUR;3;chiffre;3
2010;730215;2010;prevision_plf;3;MEUR;3;chiffre;3
2011;730215;2010;prevision;3;MEUR;3;chiffre;3
2012;730215;2010;realisation;5;MEUR;5;chiffre;5
2011;730215;2011;prevision_plf;3;MEUR;3;chiffre;3
2012;730215;2011;prevision;5;MEUR;5;chiffre;5
2013;730215;2011;realisation;3;MEUR;3;chiffre;3
2012;730215;2012;prevision_plf;5;MEUR;5;chiffre;5
2013;730215;2012;prevision;3;MEUR;3;chiffre;3
2014;730215;2012;realisation;;MEUR;;nc;nc
2013;730215;2013;prevision_plf;3;MEUR;3;chiffre;3
2014;730215;2013;prevision;;MEUR;;nc;nc
2015;730215;2013;realisation;;MEUR;;nc;nc
2014;730215;2014;prevision_plf;;MEUR;;nc;nc
2015;730215;2014;prevision;;MEUR;;nc;nc
2016;730215;2014;realisation;;MEUR;;nc;nc
2015;730215;2015;prevision_plf;;MEUR;;nc;nc
2016;730215;2015;prevision;;MEUR;;nc;nc
2017;730215;2015;realisation;;MEUR;;nc;nc
2016;730215;2016;prevision_plf;;MEUR;;nc;nc
2017;730215;2016;prevision;;MEUR;;nc;nc
2018;730215;2016;realisation;;MEUR;;nc;nc
2017;730215;2017;prevision_plf;;MEUR;;nc;nc
2018;730215;2017;prevision;;MEUR;;nc;nc
2019;730215;2017;realisation;;MEUR;;nc;nc
2018;730215;2018;prevision_plf;;MEUR;;nc;nc
2019;730215;2018;prevision;;MEUR;;nc;nc
2019;730215;2019;prevision_plf;;MEUR;;nc;nc
2007;730216;2005;realisation;;MEUR;;absent;
2007;730216;2006;prevision;100;MEUR;100;chiffre;100
2008;730216;2006;realisation;50;MEUR;50;chiffre;50
2007;730216;2007;prevision_plf;300;MEUR;300;chiffre;300
2008;730216;2007;prevision;100;MEUR;100;chiffre;100
2009;730216;2007;realisation;100;MEUR;100;chiffre;100
2008;730216;2008;prevision_plf;150;MEUR;150;chiffre;150
2009;730216;2008;prevision;100;MEUR;100;chiffre;100
2010;730216;2008;realisation;100;MEUR;100;chiffre;100
2009;730216;2009;prevision_plf;110;MEUR;110;chiffre;110
2010;730216;2009;prevision;70;MEUR;70;chiffre;70
2011;730216;2009;realisation;90;MEUR;90;chiffre;90
2010;730216;2010;prevision_plf;70;MEUR;70;chiffre;70
2011;730216;2010;prevision;95;MEUR;95;chiffre;95
2012;730216;2010;realisation;110;MEUR;110;chiffre;110
2011;730216;2011;prevision_plf;100;MEUR;100;chiffre;100
2012;730216;2011;prevision;110;MEUR;110;chiffre;110
2013;730216;2011;realisation;90;MEUR;90;chiffre;90
2012;730216;2012;prevision_plf;110;MEUR;110;chiffre;110
2013;730216;2012;prevision;80;MEUR;80;chiffre;80
2014;730216;2012;realisation;70;MEUR;70;chiffre;70
2013;730216;2013;prevision_plf;80;MEUR;80;chiffre;80
2014;730216;2013;prevision;70;MEUR;70;chiffre;70
2015;730216;2013;realisation;70;MEUR;70;chiffre;70
2014;730216;2014;prevision_plf;80;MEUR;80;chiffre;80
2015;730216;2014;prevision;80;MEUR;80;chiffre;80
2016;730216;2014;realisation;80;MEUR;80;chiffre;80
2015;730216;2015;prevision_plf;90;MEUR;90;chiffre;90
2016;730216;2015;prevision;90;MEUR;90;chiffre;90
2017;730216;2015;realisation;100;MEUR;100;chiffre;100
2016;730216;2016;prevision_plf;105;MEUR;105;chiffre;105
2017;730216;2016;prevision;137;MEUR;137;chiffre;137
2018;730216;2016;realisation;120;MEUR;120;chiffre;120
2017;730216;2017;prevision_plf;139;MEUR;139;chiffre;139
2018;730216;2017;prevision;140;MEUR;140;chiffre;140
2019;730216;2017;realisation;150;MEUR;150;chiffre;150
2018;730216;2018;prevision_plf;158;MEUR;158;chiffre;158
2019;730216;2018;prevision;160;MEUR;160;chiffre;160
2020;730216;2018;realisation;1460;MEUR;1460;chiffre;1 460
2019;730216;2019;prevision_plf;180;MEUR;180;chiffre;180
2020;730216;2019;prevision;;MEUR;;nc;nc
2021;730216;2019;realisation;1160;MEUR;1160;chiffre;1 160
2020;730216;2020;prevision_plf;;MEUR;;nc;nc
2021;730216;2020;prevision;;MEUR;;nc;nc
2022;730216;2020;realisation;1035;MEUR;1035;chiffre;1 035
2021;730216;2021;prevision_plf;;MEUR;;nc;nc
2022;730216;2021;prevision;;MEUR;;nc;nc
2023;730216;2021;realisation;1135;MEUR;1135;chiffre;1 135
2022;730216;2022;prevision_plf;;MEUR;;nc;nc
2023;730216;2022;prevision;;MEUR;;nc;nc
2024;730216;2022;realisation;595;MEUR;595;chiffre;595
2023;730216;2023;prevision_plf;;MEUR;;nc;nc
2024;730216;2023;prevision;;MEUR;;nc;nc
2025;730216;2023;realisation;490;MEUR;490;chiffre;490
2024;730216;2024;prevision_plf;;MEUR;;nc;nc
2025;730216;2024;prevision;495;MEUR;495;chiffre;495
2025;730216;2025;prevision_plf;520;MEUR;520;chiffre;520
2007;730218;2005;realisation;;MEUR;;absent;
2007;730218;2006;prevision;20;MEUR;20;chiffre;20
2008;730218;2006;realisation;5;MEUR;5;chiffre;5
2007;730218;2007;prevision_plf;40;MEUR;40;chiffre;40
2008;730218;2007;prevision;10;MEUR;10;chiffre;10
2009;730218;2007;realisation;15;MEUR;15;chiffre;15
2008;730218;2008;prevision_plf;10;MEUR;10;chiffre;10
2009;730218;2008;prevision;15;MEUR;15;chiffre;15
2010;730218;2008;realisation;10;MEUR;10;chiffre;10
2009;730218;2009;prevision_plf;20;MEUR;20;chiffre;20
2010;730218;2009;prevision;20;MEUR;20;chiffre;20
2011;730218;2009;realisation;25;MEUR;25;chiffre;25
2010;730218;2010;prevision_plf;25;MEUR;25;chiffre;25
2011;730218;2010;prevision;25;MEUR;25;chiffre;25
2012;730218;2010;realisation;20;MEUR;20;chiffre;20
2011;730218;2011;prevision_plf;25;MEUR;25;chiffre;25
2012;730218;2011;prevision;20;MEUR;20;chiffre;20
2013;730218;2011;realisation;25;MEUR;25;chiffre;25
2012;730218;2012;prevision_plf;20;MEUR;20;chiffre;20
2013;730218;2012;prevision;25;MEUR;25;chiffre;25
2014;730218;2012;realisation;40;MEUR;40;chiffre;40
2013;730218;2013;prevision_plf;25;MEUR;25;chiffre;25
2014;730218;2013;prevision;40;MEUR;40;chiffre;40
2015;730218;2013;realisation;40;MEUR;40;chiffre;40
2014;730218;2014;prevision_plf;45;MEUR;45;chiffre;45
2015;730218;2014;prevision;40;MEUR;40;chiffre;40
2016;730218;2014;realisation;50;MEUR;50;chiffre;50
2015;730218;2015;prevision_plf;40;MEUR;40;chiffre;40
2016;730218;2015;prevision;50;MEUR;50;chiffre;50
2017;730218;2015;realisation;55;MEUR;55;chiffre;55
2016;730218;2016;prevision_plf;50;MEUR;50;chiffre;50
2017;730218;2016;prevision;55;MEUR;55;chiffre;55
2018;730218;2016;realisation;55;MEUR;55;chiffre;55
2017;730218;2017;prevision_plf;55;MEUR;55;chiffre;55
2018;730218;2017;prevision;55;MEUR;55;chiffre;55
2019;730218;2017;realisation;57;MEUR;57;chiffre;57
2018;730218;2018;prevision_plf;55;MEUR;55;chiffre;55
2019;730218;2018;prevision;57;MEUR;57;chiffre;57
2020;730218;2018;realisation;67;MEUR;67;chiffre;67
2019;730218;2019;prevision_plf;57;MEUR;57;chiffre;57
2020;730218;2019;prevision;67;MEUR;67;chiffre;67
2021;730218;2019;realisation;69;MEUR;69;chiffre;69
2020;730218;2020;prevision_plf;67;MEUR;67;chiffre;67
2021;730218;2020;prevision;69;MEUR;69;chiffre;69
2022;730218;2020;realisation;72;MEUR;72;chiffre;72
2021;730218;2021;prevision_plf;69;MEUR;69;chiffre;69
2022;730218;2021;prevision;72;MEUR;72;chiffre;72
2023;730218;2021;realisation;66;MEUR;66;chiffre;66
2022;730218;2022;prevision_plf;72;MEUR;72;chiffre;72
2023;730218;2022;prevision;66;MEUR;66;chiffre;66
2024;730218;2022;realisation;48;MEUR;48;chiffre;48
2023;730218;2023;prevision_plf;66;MEUR;66;chiffre;66
2024;730218;2023;prevision;43;MEUR;43;chiffre;43
2025;730218;2023;realisation;62;MEUR;62;chiffre;62
2024;730218;2024;prevision_plf;44;MEUR;44;chiffre;44
2025;730218;2024;prevision;62;MEUR;62;chiffre;62
2025;730218;2025;prevision_plf;65;MEUR;65;chiffre;65
2009;730219;2007;realisation;280;MEUR;280;chiffre;280
2009;730219;2008;prevision;290;MEUR;290;chiffre;290
2010;730219;2008;realisation;340;MEUR;340;chiffre;340
2009;730219;2009;prevision_plf;300;MEUR;300;chiffre;300
2010;730219;2009;prevision;340;MEUR;340;chiffre;340
2011;730219;2009;realisation;390;MEUR;390;chiffre;390
2010;730219;2010;prevision_plf;345;MEUR;345;chiffre;345
2011;730219;2010;prevision;390;MEUR;390;chiffre;390
2012;730219;2010;realisation;425;MEUR;425;chiffre;425
2011;730219;2011;prevision_plf;390;MEUR;390;chiffre;390
2012;730219;2011;prevision;440;MEUR;440;chiffre;440
2013;730219;2011;realisation;460;MEUR;460;chiffre;460
2012;730219;2012;prevision_plf;455;MEUR;455;chiffre;455
2013;730219;2012;prevision;420;MEUR;420;chiffre;420
2014;730219;2012;realisation;480;MEUR;480;chiffre;480
2013;730219;2013;prevision_plf;430;MEUR;430;chiffre;430
2014;730219;2013;prevision;480;MEUR;480;chiffre;480
2015;730219;2013;realisation;650;MEUR;650;chiffre;650
2014;730219;2014;prevision_plf;520;MEUR;520;chiffre;520
2015;730219;2014;prevision;680;MEUR;680;chiffre;680
2016;730219;2014;realisation;700;MEUR;700;chiffre;700
2015;730219;2015;prevision_plf;690;MEUR;690;chiffre;690
2016;730219;2015;prevision;700;MEUR;700;chiffre;700
2017;730219;2015;realisation;730;MEUR;730;chiffre;730
2016;730219;2016;prevision_plf;710;MEUR;710;chiffre;710
2017;730219;2016;prevision;740;MEUR;740;chiffre;740
2018;730219;2016;realisation;750;MEUR;750;chiffre;750
2017;730219;2017;prevision_plf;760;MEUR;760;chiffre;760
2018;730219;2017;prevision;770;MEUR;770;chiffre;770
2019;730219;2017;realisation;800;MEUR;800;chiffre;800
2018;730219;2018;prevision_plf;790;MEUR;790;chiffre;790
2019;730219;2018;prevision;825;MEUR;825;chiffre;825
2019;730219;2019;prevision_plf;855;MEUR;855;chiffre;855
2010;730220;2008;realisation;;MEUR;;sans_objet;-
2010;730220;2009;prevision;10;MEUR;10;chiffre;10
2011;730220;2009;realisation;15;MEUR;15;chiffre;15
2010;730220;2010;prevision_plf;10;MEUR;10;chiffre;10
2011;730220;2010;prevision;15;MEUR;15;chiffre;15
2012;730220;2010;realisation;10;MEUR;10;chiffre;10
2011;730220;2011;prevision_plf;15;MEUR;15;chiffre;15
2012;730220;2011;prevision;10;MEUR;10;chiffre;10
2013;730220;2011;realisation;10;MEUR;10;chiffre;10
2012;730220;2012;prevision_plf;10;MEUR;10;chiffre;10
2013;730220;2012;prevision;10;MEUR;10;chiffre;10
2014;730220;2012;realisation;10;MEUR;10;chiffre;10
2013;730220;2013;prevision_plf;10;MEUR;10;chiffre;10
2014;730220;2013;prevision;10;MEUR;10;chiffre;10
2015;730220;2013;realisation;10;MEUR;10;chiffre;10
2014;730220;2014;prevision_plf;8;MEUR;8;chiffre;8
2015;730220;2014;prevision;8;MEUR;8;chiffre;8
2016;730220;2014;realisation;8;MEUR;8;chiffre;8
2015;730220;2015;prevision_plf;8;MEUR;8;chiffre;8
2016;730220;2015;prevision;8;MEUR;8;chiffre;8
2017;730220;2015;realisation;8;MEUR;8;chiffre;8
2016;730220;2016;prevision_plf;8;MEUR;8;chiffre;8
2017;730220;2016;prevision;8;MEUR;8;chiffre;8
2018;730220;2016;realisation;8;MEUR;8;chiffre;8
2017;730220;2017;prevision_plf;8;MEUR;8;chiffre;8
2018;730220;2017;prevision;8;MEUR;8;chiffre;8
2019;730220;2017;realisation;8;MEUR;8;chiffre;8
2018;730220;2018;prevision_plf;8;MEUR;8;chiffre;8
2019;730220;2018;prevision;8;MEUR;8;chiffre;8
2019;730220;2019;prevision_plf;8;MEUR;8;chiffre;8
2010;730221;2008;realisation;;MEUR;;sans_objet;-
2010;730221;2009;prevision;1250;MEUR;1250;chiffre;1 250
2011;730221;2009;realisation;1275;MEUR;1275;chiffre;1 275
2010;730221;2010;prevision_plf;3000;MEUR;3000;chiffre;3 000
2011;730221;2010;prevision;3130;MEUR;3130;chiffre;3 130
2012;730221;2010;realisation;3000;MEUR;3000;chiffre;3 000
2011;730221;2011;prevision_plf;3130;MEUR;3130;chiffre;3 130
2012;730221;2011;prevision;3100;MEUR;3100;chiffre;3 100
2013;730221;2011;realisation;3300;MEUR;3300;chiffre;3 300
2012;730221;2012;prevision_plf;3200;MEUR;3200;chiffre;3 200
2013;730221;2012;prevision;3010;MEUR;3010;chiffre;3 010
2014;730221;2012;realisation;3110;MEUR;3110;chiffre;3 110
2013;730221;2013;prevision_plf;3080;MEUR;3080;chiffre;3 080
2014;730221;2013;prevision;3110;MEUR;3110;chiffre;3 110
2015;730221;2013;realisation;3100;MEUR;3100;chiffre;3 100
2014;730221;2014;prevision_plf;2490;MEUR;2490;chiffre;2 490
2015;730221;2014;prevision;2460;MEUR;2460;chiffre;2 460
2016;730221;2014;realisation;2290;MEUR;2290;chiffre;2 290
2015;730221;2015;prevision_plf;2490;MEUR;2490;chiffre;2 490
2016;730221;2015;prevision;2310;MEUR;2310;chiffre;2 310
2017;730221;2015;realisation;2309;MEUR;2309;chiffre;2 309
2016;730221;2016;prevision_plf;2350;MEUR;2350;chiffre;2 350
2017;730221;2016;prevision;2337;MEUR;2337;chiffre;2 337
2018;730221;2016;realisation;2544;MEUR;2544;chiffre;2 544
2017;730221;2017;prevision_plf;2400;MEUR;2400;chiffre;2 400
2018;730221;2017;prevision;2615;MEUR;2615;chiffre;2 615
2019;730221;2017;realisation;2704;MEUR;2704;chiffre;2 704
2018;730221;2018;prevision_plf;2683;MEUR;2683;chiffre;2 683
2019;730221;2018;prevision;2809;MEUR;2809;chiffre;2 809
2020;730221;2018;realisation;2892;MEUR;2892;chiffre;2 892
2019;730221;2019;prevision_plf;2899;MEUR;2899;chiffre;2 899
2020;730221;2019;prevision;2982;MEUR;2982;chiffre;2 982
2021;730221;2019;realisation;3045;MEUR;3045;chiffre;3 045
2020;730221;2020;prevision_plf;3062;MEUR;3062;chiffre;3 062
2021;730221;2020;prevision;2764;MEUR;2764;chiffre;2 764
2022;730221;2020;realisation;2942;MEUR;2942;chiffre;2 942
2021;730221;2021;prevision_plf;3020;MEUR;3020;chiffre;3 020
2022;730221;2021;prevision;3244;MEUR;3244;chiffre;3 244
2023;730221;2021;realisation;3605;MEUR;3605;chiffre;3 605
2022;730221;2022;prevision_plf;3424;MEUR;3424;chiffre;3 424
2023;730221;2022;prevision;3984;MEUR;3984;chiffre;3 984
2024;730221;2022;realisation;1533;MEUR;1533;chiffre;1 533
2023;730221;2023;prevision_plf;4180;MEUR;4180;chiffre;4 180
2024;730221;2023;prevision;1430;MEUR;1430;chiffre;1 430
2025;730221;2023;realisation;2000;MEUR;2000;chiffre;2 000
2024;730221;2024;prevision_plf;1536;MEUR;1536;chiffre;1 536
2025;730221;2024;prevision;2015;MEUR;2015;chiffre;2 015
2025;730221;2025;prevision_plf;2123;MEUR;2123;chiffre;2 123
2015;730222;2013;realisation;;MEUR;;sans_objet;-
2015;730222;2014;prevision;;MEUR;;sans_objet;-
2016;730222;2014;realisation;;MEUR;;sans_objet;-
2015;730222;2015;prevision_plf;45;MEUR;45;chiffre;45
2016;730222;2015;prevision;45;MEUR;45;chiffre;45
2017;730222;2015;realisation;45;MEUR;45;chiffre;45
2016;730222;2016;prevision_plf;45;MEUR;45;chiffre;45
2017;730222;2016;prevision;50;MEUR;50;chiffre;50
2018;730222;2016;realisation;35;MEUR;35;chiffre;35
2017;730222;2017;prevision_plf;50;MEUR;50;chiffre;50
2018;730222;2017;prevision;40;MEUR;40;chiffre;40
2019;730222;2017;realisation;35;MEUR;35;chiffre;35
2018;730222;2018;prevision_plf;40;MEUR;40;chiffre;40
2019;730222;2018;prevision;50;MEUR;50;chiffre;50
2020;730222;2018;realisation;45;MEUR;45;chiffre;45
2019;730222;2019;prevision_plf;50;MEUR;50;chiffre;50
2020;730222;2019;prevision;70;MEUR;70;chiffre;70
2021;730222;2019;realisation;60;MEUR;60;chiffre;60
2020;730222;2020;prevision_plf;70;MEUR;70;chiffre;70
2021;730222;2020;prevision;54;MEUR;54;chiffre;54
2022;730222;2020;realisation;140;MEUR;140;chiffre;140
2021;730222;2021;prevision_plf;60;MEUR;60;chiffre;60
2022;730222;2021;prevision;150;MEUR;150;chiffre;150
2023;730222;2021;realisation;150;MEUR;150;chiffre;150
2022;730222;2022;prevision_plf;160;MEUR;160;chiffre;160
2023;730222;2022;prevision;160;MEUR;160;chiffre;160
2024;730222;2022;realisation;90;MEUR;90;chiffre;90
2023;730222;2023;prevision_plf;175;MEUR;175;chiffre;175
2024;730222;2023;prevision;95;MEUR;95;chiffre;95
2025;730222;2023;realisation;125;MEUR;125;chiffre;125
2024;730222;2024;prevision_plf;110;MEUR;110;chiffre;110
2025;730222;2024;prevision;160;MEUR;160;chiffre;160
2025;730222;2025;prevision_plf;205;MEUR;205;chiffre;205
2015;730223;2013;realisation;;MEUR;;sans_objet;-
2015;730223;2014;prevision;1740;MEUR;1740;chiffre;1 740
2016;730223;2014;realisation;730;MEUR;730;chiffre;730
2015;730223;2015;prevision_plf;1770;MEUR;1770;chiffre;1 770
2016;730223;2015;prevision;1120;MEUR;1120;chiffre;1 120
2017;730223;2015;realisation;1080;MEUR;1080;chiffre;1 080
2016;730223;2016;prevision_plf;1120;MEUR;1120;chiffre;1 120
2017;730223;2016;prevision;1100;MEUR;1100;chiffre;1 100
2018;730223;2016;realisation;1180;MEUR;1180;chiffre;1 180
2017;730223;2017;prevision_plf;1120;MEUR;1120;chiffre;1 120
2018;730223;2017;prevision;1200;MEUR;1200;chiffre;1 200
2019;730223;2017;realisation;1070;MEUR;1070;chiffre;1 070
2018;730223;2018;prevision_plf;1240;MEUR;1240;chiffre;1 240
2019;730223;2018;prevision;1100;MEUR;1100;chiffre;1 100
2020;730223;2018;realisation;1150;MEUR;1150;chiffre;1 150
2019;730223;2019;prevision_plf;1140;MEUR;1140;chiffre;1 140
2020;730223;2019;prevision;1200;MEUR;1200;chiffre;1 200
2021;730223;2019;realisation;1235;MEUR;1235;chiffre;1 235
2020;730223;2020;prevision_plf;1250;MEUR;1250;chiffre;1 250
2021;730223;2020;prevision;1120;MEUR;1120;chiffre;1 120
2022;730223;2020;realisation;1310;MEUR;1310;chiffre;1 310
2021;730223;2021;prevision_plf;1230;MEUR;1230;chiffre;1 230
2022;730223;2021;prevision;1390;MEUR;1390;chiffre;1 390
2023;730223;2021;realisation;1760;MEUR;1760;chiffre;1 760
2022;730223;2022;prevision_plf;1460;MEUR;1460;chiffre;1 460
2023;730223;2022;prevision;1910;MEUR;1910;chiffre;1 910
2024;730223;2022;realisation;1010;MEUR;1010;chiffre;1 010
2023;730223;2023;prevision_plf;2000;MEUR;2000;chiffre;2 000
2024;730223;2023;prevision;940;MEUR;940;chiffre;940
2025;730223;2023;realisation;970;MEUR;970;chiffre;970
2024;730223;2024;prevision_plf;1010;MEUR;1010;chiffre;1 010
2025;730223;2024;prevision;975;MEUR;975;chiffre;975
2025;730223;2025;prevision_plf;1030;MEUR;1030;chiffre;1 030
2015;730224;2013;realisation;;MEUR;;sans_objet;-
2015;730224;2014;prevision;;MEUR;;sans_objet;-
2016;730224;2014;realisation;;MEUR;;sans_objet;-
2015;730224;2015;prevision_plf;;MEUR;;nc;nc
2016;730224;2015;prevision;35;MEUR;35;chiffre;35
2017;730224;2015;realisation;75;MEUR;75;chiffre;75
2016;730224;2016;prevision_plf;40;MEUR;40;chiffre;40
2017;730224;2016;prevision;75;MEUR;75;chiffre;75
2018;730224;2016;realisation;110;MEUR;110;chiffre;110
2017;730224;2017;prevision_plf;;MEUR;;nc;nc
2018;730224;2017;prevision;75;MEUR;75;chiffre;75
2019;730224;2017;realisation;85;MEUR;85;chiffre;85
2018;730224;2018;prevision_plf;75;MEUR;75;chiffre;75
2019;730224;2018;prevision;85;MEUR;85;chiffre;85
2020;730224;2018;realisation;90;MEUR;90;chiffre;90
2019;730224;2019;prevision_plf;90;MEUR;90;chiffre;90
2020;730224;2019;prevision;92;MEUR;92;chiffre;92
2021;730224;2019;realisation;93;MEUR;93;chiffre;93
2020;730224;2020;prevision_plf;94;MEUR;94;chiffre;94
2021;730224;2020;prevision;70;MEUR;70;chiffre;70
2022;730224;2020;realisation;54;MEUR;54;chiffre;54
2021;730224;2021;prevision_plf;92;MEUR;92;chiffre;92
2022;730224;2021;prevision;60;MEUR;60;chiffre;60
2023;730224;2021;realisation;64;MEUR;64;chiffre;64
2022;730224;2022;prevision_plf;90;MEUR;90;chiffre;90
2023;730224;2022;prevision;69;MEUR;69;chiffre;69
2024;730224;2022;realisation;60;MEUR;60;chiffre;60
2023;730224;2023;prevision_plf;72;MEUR;72;chiffre;72
2024;730224;2023;prevision;56;MEUR;56;chiffre;56
2025;730224;2023;realisation;122;MEUR;122;chiffre;122
2024;730224;2024;prevision_plf;60;MEUR;60;chiffre;60
2025;730224;2024;prevision;123;MEUR;123;chiffre;123
2025;730224;2025;prevision_plf;130;MEUR;130;chiffre;130
2019;730225;2017;realisation;;MEUR;;nc;nc
2019;730225;2018;prevision;;MEUR;;nc;nc
2020;730225;2018;realisation;65;MEUR;65;chiffre;65
2019;730225;2019;prevision_plf;;MEUR;;nc;nc
2020;730225;2019;prevision;65;MEUR;65;chiffre;65
2020;730225;2020;prevision_plf;65;MEUR;65;chiffre;65
2020;730226;2018;realisation;;MEUR;;sans_objet;-
2020;730226;2019;prevision;;MEUR;;sans_objet;-
2021;730226;2019;realisation;;MEUR;;sans_objet;-
2020;730226;2020;prevision_plf;;MEUR;;sans_objet;-
2021;730226;2020;prevision;;MEUR;;sans_objet;-
2022;730226;2020;realisation;;MEUR;;sans_objet;-
2021;730226;2021;prevision_plf;82;MEUR;82;chiffre;82
2022;730226;2021;prevision;82;MEUR;82;chiffre;82
2023;730226;2021;realisation;82;MEUR;82;chiffre;82
2022;730226;2022;prevision_plf;83;MEUR;83;chiffre;83
2023;730226;2022;prevision;84;MEUR;84;chiffre;84
2024;730226;2022;realisation;46;MEUR;46;chiffre;46
2023;730226;2023;prevision_plf;86;MEUR;86;chiffre;86
2024;730226;2023;prevision;46;MEUR;46;chiffre;46
2025;730226;2023;realisation;67;MEUR;67;chiffre;67
2024;730226;2024;prevision_plf;47;MEUR;47;chiffre;47
2025;730226;2024;prevision;68;MEUR;68;chiffre;68
2025;730226;2025;prevision_plf;72;MEUR;72;chiffre;72
2020;730227;2018;realisation;;MEUR;;nc;nc
2020;730227;2019;prevision;;MEUR;;nc;nc
2021;730227;2019;realisation;;MEUR;;nc;nc
2020;730227;2020;prevision_plf;;MEUR;;nc;nc
2021;730227;2020;prevision;;MEUR;;nc;nc
2022;730227;2020;realisation;;MEUR;;nc;nc
2021;730227;2021;prevision_plf;;MEUR;;nc;nc
2022;730227;2021;prevision;;MEUR;;nc;nc
2023;730227;2021;realisation;;MEUR;;nc;nc
2022;730227;2022;prevision_plf;;MEUR;;nc;nc
2023;730227;2022;prevision;;MEUR;;nc;nc
2024;730227;2022;realisation;;MEUR;;nc;nc
2023;730227;2023;prevision_plf;;MEUR;;nc;nc
2024;730227;2023;prevision;;MEUR;;nc;nc
2025;730227;2023;realisation;;MEUR;;nc;nc
2024;730227;2024;prevision_plf;;MEUR;;nc;nc
2025;730227;2024;prevision;;MEUR;;nc;nc
2025;730227;2025;prevision_plf;;MEUR;;nc;nc
2020;730228;2018;realisation;;MEUR;;nc;nc
2020;730228;2019;prevision;;MEUR;;nc;nc
2021;730228;2019;realisation;;MEUR;;nc;nc
2020;730228;2020;prevision_plf;;MEUR;;nc;nc
2021;730228;2020;prevision;;MEUR;;nc;nc
2022;730228;2020;realisation;;MEUR;;nc;nc
2021;730228;2021;prevision_plf;;MEUR;;nc;nc
2022;730228;2021;prevision;;MEUR;;nc;nc
2023;730228;2021;realisation;;MEUR;;nc;nc
2022;730228;2022;prevision_plf;;MEUR;;nc;nc
2023;730228;2022;prevision;;MEUR;;nc;nc
2024;730228;2022;realisation;48;MEUR;48;chiffre;48
2023;730228;2023;prevision_plf;;MEUR;;nc;nc
2024;730228;2023;prevision;;MEUR;;nc;nc
2025;730228;2023;realisation;56;MEUR;56;chiffre;56
2024;730228;2024;prevision_plf;;MEUR;;nc;nc
2025;730228;2024;prevision;57;MEUR;57;chiffre;57
2025;730228;2025;prevision_plf;77;MEUR;77;chiffre;77
2020;730229;2018;realisation;46;MEUR;46;chiffre;46
2020;730229;2019;prevision;47;MEUR;47;chiffre;47
2020;730229;2020;prevision_plf;48;MEUR;48;chiffre;48
2020;730230;2018;realisation;220;MEUR;220;chiffre;220
2020;730230;2019;prevision;220;MEUR;220;chiffre;220
2021;730230;2019;realisation;290;MEUR;290;chiffre;290
